1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
<<<<<<< HEAD
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
=======
>>>>>>> branch 'sprint4' of https://github.com/Iker-elorrieta/ADTeam1.git
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
1;1;1;1.0;1;1;1;
